kind,published,duration,title,video_id,url,file
video,2025-05-21,00:48:37,.NET vs. Rails: Which Tech Stack Will Save Your Startup?,KC7K8LhCDrg,https://www.youtube.com/watch?v=KC7K8LhCDrg,videos/20250521-net-vs-rails-which-tech-stack-will-save-your-startup-KC7K8LhCDrg.txt
video,2025-05-20,00:37:40,Why Most Startups Fail and How to Avoid It,pDhg3-G7cyM,https://www.youtube.com/watch?v=pDhg3-G7cyM,videos/20250520-why-most-startups-fail-and-how-to-avoid-it-pDhg3-G7cyM.txt
video,2025-05-13,00:48:44,.NET vs. Rails: Which Tech Stack Will Save Your Startup?,AYoi-iN1pqo,https://www.youtube.com/watch?v=AYoi-iN1pqo,videos/20250513-net-vs-rails-which-tech-stack-will-save-your-startup-AYoi-iN1pqo.txt
video,2025-05-06,00:50:54,The Case Against SPAs,XeF0SgG8Diw,https://www.youtube.com/watch?v=XeF0SgG8Diw,videos/20250506-the-case-against-spas-XeF0SgG8Diw.txt
video,2025-05-06,00:46:00,The Case Against SPAs,WIAHnv6go8Q,https://www.youtube.com/watch?v=WIAHnv6go8Q,videos/20250506-the-case-against-spas-WIAHnv6go8Q.txt
video,2025-04-29,00:44:35,The Print Shop That Automated Its Way to Growth,pxIX3LPKMqA,https://www.youtube.com/watch?v=pxIX3LPKMqA,videos/20250429-the-print-shop-that-automated-its-way-to-growth-pxIX3LPKMqA.txt
video,2025-04-29,00:44:35,The Print Shop That Automated Its Way to Growth,g_y68bzg-ZY,https://www.youtube.com/watch?v=g_y68bzg-ZY,videos/20250429-the-print-shop-that-automated-its-way-to-growth-g_y68bzg-ZY.txt
video,2025-04-25,00:39:16,How Strong Culture Built a Stronger SaaS,d65N2vlISwg,https://www.youtube.com/watch?v=d65N2vlISwg,videos/20250425-how-strong-culture-built-a-stronger-saas-d65N2vlISwg.txt
video,2025-04-23,00:45:02,How Strong Culture Built a Stronger SaaS,C4B4ogs7EvE,https://www.youtube.com/watch?v=C4B4ogs7EvE,videos/20250423-how-strong-culture-built-a-stronger-saas-C4B4ogs7EvE.txt
video,2025-04-21,00:00:42,🚀 Launching Soon: SaaS That App – Building B2B Web Applications 🎙️,KTaWGdNexxs,https://www.youtube.com/watch?v=KTaWGdNexxs,videos/20250421-launching-soon-saas-that-app-building-b2b-web-applications-KTaWGdNexxs.txt
video,2025-04-17,00:00:08,🎙️ SaaS That App is coming soon…,deQxX7J9VFw,https://www.youtube.com/watch?v=deQxX7J9VFw,videos/20250417-saas-that-app-is-coming-soon-deQxX7J9VFw.txt
